bathrooms,bedrooms,condition,floors,grade,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated_bool,zipcode
3.5,3,3,2.0,10,1164000.0,2920,700,3620,3680,8072,9624,0,0,1999,0,98006
1.5,2,3,2.0,7,289000.0,860,150,1010,1190,1309,3060,0,0,2007,0,98118
1.5,3,4,1.0,6,240000.0,1460,0,1460,1460,13503,13394,0,0,1977,0,98010
1.75,3,3,1.0,8,790000.0,1350,440,1790,1960,6117,5554,2,0,1940,0,98199
2.25,3,3,2.0,7,350000.0,1760,0,1760,1810,9621,6589,0,0,1995,0,98019
3.5,3,3,2.0,7,246950.0,1480,310,1790,1150,1682,4000,0,0,2006,0,98108
1.0,3,3,1.0,7,400000.0,1050,0,1050,1720,6000,6000,0,0,1952,0,98116
2.5,4,3,2.0,8,533000.0,2590,0,2590,2500,6394,5328,0,0,2003,0,98028
1.0,3,4,1.0,7,198400.0,1040,0,1040,1290,8645,8645,0,0,1962,0,98042
2.5,4,3,2.0,9,495000.0,2790,1270,4060,2810,8547,8313,0,0,2007,0,98038
2.5,4,3,2.0,11,862000.0,3190,0,3190,3420,14565,20475,0,0,1990,0,98077
2.5,4,3,2.0,11,870000.0,3190,0,3190,3420,14565,20475,0,0,1990,0,98077
1.75,4,4,1.0,9,875000.0,2180,0,2180,2560,9726,10244,0,0,1966,0,98040
3.5,6,5,2.0,7,317000.0,2120,0,2120,1860,5840,8000,0,0,1979,0,98055
2.75,4,4,2.0,8,325000.0,2110,0,2110,2100,6838,7280,0,0,1991,0,98031
1.5,2,5,1.5,6,615000.0,1210,0,1210,1570,5000,5000,0,0,1907,0,98117
2.5,4,3,2.0,8,334950.0,2410,0,2410,2380,7846,7914,0,0,1992,0,98003
2.5,3,4,2.0,9,775000.0,1980,0,1980,1590,7807,7579,0,0,1989,0,98033
2.5,4,4,1.0,8,600000.0,1600,770,2370,2050,9135,9468,0,0,1967,0,98006
1.75,3,3,1.5,7,565000.0,1270,450,1720,1130,2218,1600,0,0,1931,1,98103
1.0,2,4,1.0,6,292500.0,750,0,750,1260,5026,5040,0,0,1942,0,98126
2.25,3,3,1.0,8,825000.0,1810,700,2510,2510,10418,9435,0,0,1968,0,98115
2.5,3,3,2.0,8,495000.0,2577,0,2577,2090,156816,156816,0,0,2000,0,98092
1.5,3,3,2.0,8,525000.0,1540,0,1540,1540,4773,5750,0,0,1941,1,98126
1.0,1,3,1.0,7,438600.0,720,0,720,1520,2500,3750,0,0,1910,0,98103
2.25,3,3,1.0,8,507000.0,1450,360,1810,1740,8158,9532,0,0,1984,0,98074
1.75,3,3,1.0,7,275900.0,1380,0,1380,1540,8400,8400,0,0,1967,0,98003
2.5,4,3,2.0,9,1170000.0,2570,0,2570,2570,6251,9588,0,0,2000,0,98004
1.75,4,3,1.0,7,275000.0,1690,0,1690,1350,6000,6000,0,0,1957,0,98178
0.75,3,4,1.0,7,355000.0,860,560,1420,1350,3060,4000,0,0,1923,0,98103
2.0,4,4,1.0,7,233000.0,1250,880,2130,1590,9579,9800,0,0,1968,0,98001
2.5,3,4,1.5,7,666000.0,2110,890,3000,1970,5000,5000,0,0,1918,0,98144
2.5,4,4,1.0,7,317500.0,1360,790,2150,1620,9000,8400,0,0,1979,0,98059
2.0,4,4,1.0,8,420000.0,1270,1010,2280,2280,10319,9767,3,0,1989,0,98198
2.0,4,5,2.0,6,290000.0,1560,0,1560,1480,8800,10000,0,0,1942,1,98168
2.0,3,5,1.0,6,320000.0,940,940,1880,2060,10758,21000,0,0,1952,0,98059
2.5,3,3,2.0,8,650000.0,2320,0,2320,2320,5284,4383,0,0,2004,0,98075
1.75,3,4,1.0,7,325000.0,1010,0,1010,1250,7171,7560,0,0,1967,0,98034
1.0,3,3,1.0,6,165000.0,1120,0,1120,1050,5000,5000,0,0,1917,0,98146
1.75,3,3,1.0,8,500000.0,1560,0,1560,2430,16194,16193,0,0,1961,0,98005
1.5,4,3,1.0,7,443000.0,1860,0,1860,1510,12197,11761,0,0,1964,0,98034
1.5,3,4,1.0,7,213400.0,1150,0,1150,1760,8686,8798,0,0,1963,0,98055
1.75,4,3,1.0,7,480000.0,1920,0,1920,1580,9380,8580,0,0,1964,0,98008
2.25,4,3,1.0,8,275000.0,1460,1030,2490,2000,7233,8000,0,0,1978,0,98023
2.5,3,3,2.0,7,299880.0,1460,0,1460,1490,3044,3044,0,0,2000,0,98108
3.5,3,3,2.0,8,499950.0,1430,390,1820,1550,1501,1501,0,0,2014,0,98144
3.0,5,3,1.0,9,1705000.0,2480,1810,4290,3550,17100,16988,3,0,1972,1,98040
2.75,4,5,1.0,7,550000.0,1480,750,2230,1760,9460,10878,0,0,1960,0,98027
2.5,4,3,2.0,8,300000.0,2070,0,2070,2430,7476,5500,0,0,2003,0,98092
1.75,3,3,1.0,8,920000.0,1240,1240,2480,2450,4000,4000,0,0,1948,1,98122
3.25,4,3,2.0,12,2300000.0,2720,1390,4110,2640,15929,15929,4,1,2001,0,98115
2.75,4,5,1.5,7,620000.0,1550,740,2290,1460,3060,3060,0,0,1928,0,98115
1.0,3,5,1.0,6,253500.0,1220,0,1220,1640,20400,53578,0,0,1959,0,98022
2.75,4,4,1.5,9,978000.0,1720,900,2620,3530,13777,9287,2,0,1926,0,98144
2.5,4,3,2.0,8,387500.0,3190,0,3190,2260,9856,7996,0,0,1979,0,98058
1.0,3,3,1.0,6,325000.0,850,0,850,1150,6906,6907,0,0,1948,0,98155
2.5,3,3,3.0,8,568000.0,1740,0,1740,1740,1308,1280,0,0,2008,0,98116
2.5,4,3,2.0,8,525000.0,2140,0,2140,1690,7754,7775,0,0,1996,0,98133
2.5,3,3,2.0,8,560000.0,2070,0,2070,2620,12708,9617,0,0,1996,0,98056
2.5,3,3,2.0,7,394000.0,1680,0,1680,1710,4075,4075,0,0,2008,0,98053
1.0,2,4,1.0,7,484950.0,1000,0,1000,1830,4956,4959,2,0,1916,0,98107
2.75,3,3,1.0,10,1295000.0,2550,790,3340,3340,12690,9480,0,0,1956,1,98105
2.5,3,3,2.0,8,315000.0,1260,0,1260,1310,2767,2767,0,0,1999,0,98059
2.25,4,3,1.0,9,590000.0,2430,0,2430,2750,32496,35506,0,0,1993,0,98077
1.0,1,3,1.0,5,106000.0,560,0,560,1120,5700,5000,0,0,1947,0,98146
2.5,3,3,2.0,10,751000.0,3380,0,3380,3630,9528,14089,0,0,1994,0,98059
1.0,2,5,1.0,7,474000.0,1100,0,1100,2050,3500,4000,0,0,1908,0,98115
2.0,2,5,1.0,5,189000.0,850,850,1700,1380,3171,5906,0,0,1927,0,98002
2.5,3,3,2.0,7,440500.0,1600,0,1600,1690,3172,3698,0,0,2002,0,98053
2.5,3,4,2.0,9,1017000.0,2090,515,2605,2605,2216,1979,2,0,1979,0,98033
2.0,2,3,1.0,8,589000.0,1850,0,1850,1860,4667,6008,0,0,2010,0,98053
2.25,3,3,2.0,8,273000.0,1830,0,1830,2160,7651,8442,0,0,1986,0,98092
3.25,3,4,1.0,8,950000.0,1650,1400,3050,1170,18892,70973,4,1,1962,0,98198
1.5,2,3,2.0,8,277700.0,1200,40,1240,1410,1055,1340,0,0,1967,0,98008
2.25,3,3,2.0,7,299900.0,2100,0,2100,1410,8163,7515,0,0,1984,0,98001
1.0,3,4,1.0,7,235000.0,1250,0,1250,1720,15603,10220,0,0,1959,0,98056
2.0,2,3,2.0,7,464000.0,1230,0,1230,1560,4800,7200,0,0,1952,1,98133
1.75,3,4,1.0,7,281000.0,1690,0,1690,1980,9826,9826,0,0,1988,0,98023
1.0,3,4,1.5,7,320000.0,1520,0,1520,1520,8870,7800,0,0,1951,0,98155
2.0,4,3,2.0,7,282000.0,1890,0,1890,1690,6302,5369,0,0,1997,0,98030
1.75,4,4,1.0,8,745000.0,1990,0,1990,2620,8900,8925,0,0,1972,0,98006
1.75,3,4,1.0,7,245000.0,1480,0,1480,1830,3900,6956,0,0,1980,0,98023
1.75,3,4,1.0,7,250000.0,1480,0,1480,1830,3900,6956,0,0,1980,0,98023
2.5,3,3,2.0,8,470000.0,1770,350,2120,2480,2374,3043,0,0,2005,0,98052
3.5,3,3,2.0,7,216650.0,1300,180,1480,1140,1077,2003,0,0,2007,0,98109
1.0,3,4,1.0,7,440000.0,1250,0,1250,1840,8412,8976,0,0,1975,0,98052
2.5,4,4,2.0,8,590000.0,2010,0,2010,2100,7972,8511,0,0,1989,0,98029
2.5,5,3,1.0,10,935000.0,1800,1350,3150,3280,35283,35283,0,0,1975,0,98005
3.5,3,3,2.0,10,848000.0,3010,0,3010,2780,5717,5138,0,0,2000,0,98007
4.25,5,3,2.0,9,827500.0,3000,920,3920,3000,5823,5297,0,0,2000,0,98029
3.0,6,4,2.0,8,1125000.0,2180,700,2880,1870,3192,4533,0,0,1919,0,98103
2.25,2,3,1.0,10,630000.0,1720,830,2550,2560,5663,3828,0,0,2011,0,98056
1.0,5,4,1.5,7,340000.0,1120,0,1120,1310,9022,7500,0,0,1962,0,98034
2.75,4,3,1.0,8,570000.0,1900,1240,3140,3170,10918,10918,0,0,1968,1,98034
4.0,4,4,2.0,10,2750000.0,2860,1270,4130,2980,5575,5575,4,1,1993,0,98075
2.5,4,4,1.0,9,514500.0,1740,1250,2990,3370,9614,12085,2,0,1976,0,98003
1.0,2,3,1.0,7,360000.0,1120,0,1120,1880,12625,6828,3,0,1940,0,98136
1.5,4,3,1.0,7,228900.0,1570,0,1570,980,8775,8775,0,0,1943,0,98166
2.75,3,3,2.0,8,660000.0,2210,0,2210,2230,4000,4674,0,0,2008,0,98053
2.5,4,3,2.0,9,647000.0,2390,0,2390,2590,5800,6507,0,0,2000,0,98075
1.75,3,3,1.0,8,366000.0,1520,0,1520,2080,8625,9200,0,0,1976,0,98011
1.75,5,4,1.0,7,354000.0,1060,770,1830,1410,7986,7260,0,0,1962,0,98106
3.5,4,3,2.0,8,850000.0,2640,0,2640,1700,5900,5900,2,0,1937,1,98136
2.5,3,4,2.0,8,496700.0,1740,0,1740,2080,5782,5782,0,0,1989,0,98029
2.0,3,4,1.0,8,300000.0,1550,0,1550,1860,8300,8000,0,0,1965,0,98055
1.0,3,4,1.0,7,390000.0,1040,0,1040,1450,8075,8075,0,0,1961,0,98033
2.25,3,4,2.0,8,350000.0,1640,0,1640,1830,7200,8372,0,0,1985,0,98007
2.25,3,4,2.0,8,561000.0,1640,0,1640,1830,7200,8372,0,0,1985,0,98007
1.75,3,3,1.0,7,475000.0,1260,0,1260,1320,10065,10278,0,0,1954,1,98006
1.5,3,3,2.0,7,275000.0,840,330,1170,1170,1174,2537,0,0,2007,0,98126
1.75,3,4,1.0,7,290000.0,1090,500,1590,1540,13500,10375,0,0,1980,0,98038
2.5,3,3,1.0,7,199000.0,1330,420,1750,1670,6725,7744,0,0,1993,0,98038
2.5,4,3,2.0,7,279900.0,1770,0,1770,1770,4338,6606,0,0,2001,0,98042
2.25,4,3,2.0,8,1655000.0,2860,670,3530,2840,5500,5500,0,0,1940,0,98105
2.5,3,3,1.0,7,405000.0,1360,800,2160,2010,10200,7850,0,0,1978,0,98133
2.25,4,3,1.0,9,615000.0,2360,0,2360,2650,15860,11798,0,0,1977,0,98074
1.75,3,3,1.0,8,268000.0,1180,800,1980,2090,12543,8539,0,0,1978,0,98023
1.5,4,3,1.5,8,451000.0,1620,0,1620,1620,5444,6912,0,0,1955,0,98125
2.75,2,3,1.0,9,850000.0,2700,0,2700,1440,9854,4168,0,0,2012,0,98053
2.25,5,5,2.0,9,1180000.0,2470,800,3270,3690,16553,17916,2,0,1968,0,98040
1.0,2,3,1.0,6,245000.0,870,0,870,1120,6150,6150,0,0,1941,0,98106
1.75,2,3,1.0,6,450000.0,700,140,840,1700,3340,3980,0,0,1912,0,98107
3.5,3,3,2.0,8,370350.0,1080,260,1340,1650,1168,1378,2,0,2002,0,98133
2.5,3,3,3.0,8,543000.0,1540,0,1540,1500,1256,1350,0,0,2004,0,98103
2.0,2,5,1.0,6,265000.0,1650,0,1650,1260,8975,8668,0,0,1942,0,98146
2.5,3,3,2.0,8,497000.0,2630,0,2630,2220,4611,5250,0,0,2001,0,98065
2.25,4,3,1.0,7,419000.0,1100,780,1880,1790,9727,10274,0,0,1979,0,98028
2.5,4,3,2.0,8,545800.0,1980,0,1980,1770,4500,4595,0,0,1989,0,98029
1.0,3,3,1.0,7,403000.0,1000,500,1500,1570,10730,12210,0,0,1977,0,98053
2.0,3,3,1.5,6,195000.0,1230,0,1230,1080,8235,10281,0,0,1959,0,98168
2.5,4,5,2.0,8,1125000.0,1670,850,2520,2290,2600,3600,0,0,1925,0,98119
1.75,5,5,1.0,7,255000.0,1170,800,1970,1910,8925,8025,0,0,1977,0,98002
1.5,2,5,1.0,7,500000.0,1520,0,1520,1440,8040,8040,0,0,1951,0,98125
2.75,4,4,1.0,8,855000.0,1300,1300,2600,2550,5390,5600,0,0,1960,0,98199
2.0,4,3,1.5,7,390000.0,2290,0,2290,2140,9200,9200,0,0,1920,0,98166
2.0,3,4,1.0,7,339000.0,1329,650,1979,1650,8470,8591,2,0,1956,0,98198
3.5,4,3,2.0,9,1325000.0,2170,0,2170,1950,3672,3450,0,0,1905,1,98115
1.5,4,4,1.0,8,429900.0,1190,630,1820,1890,17918,15241,0,0,1962,0,98056
1.5,3,4,1.0,7,370900.0,1200,0,1200,1550,8560,7800,0,0,1975,0,98011
1.0,3,4,1.0,7,457500.0,1210,0,1210,1530,7636,5900,0,0,1952,0,98118
2.5,4,3,2.0,7,499000.0,1440,530,1970,1760,2601,3025,0,0,1999,0,98144
1.0,2,5,1.0,7,225000.0,1040,0,1040,1300,11500,11954,0,0,1947,0,98003
1.75,3,3,1.0,7,615000.0,1070,850,1920,2280,4000,4000,0,0,1950,0,98102
1.5,2,3,3.0,7,455000.0,1020,0,1020,1138,1146,1156,0,0,2001,0,98115
1.0,3,4,1.0,7,458000.0,1060,600,1660,1450,7500,7500,0,0,1940,0,98125
2.25,3,4,1.0,7,580000.0,1220,450,1670,1710,7416,7416,0,0,1974,0,98005
4.5,5,3,2.0,10,966000.0,3810,0,3810,3390,8019,7713,0,0,2008,0,98074
1.75,4,3,1.0,7,240000.0,1010,1010,2020,2240,10332,8379,0,0,1954,0,98168
1.0,1,4,1.0,4,229050.0,420,0,420,1460,3298,4975,0,0,1949,0,98136
2.25,3,3,3.0,7,328500.0,1390,0,1390,1390,1407,1628,0,0,2004,0,98125
1.5,3,4,1.0,7,319000.0,1110,900,2010,1900,10100,10100,0,0,1964,0,98168
2.0,4,3,1.5,7,650000.0,1640,180,1820,2060,5000,5000,1,0,1945,0,98115
2.5,3,3,2.0,8,398500.0,1630,0,1630,1630,1971,3451,0,0,1996,0,98177
1.0,1,2,1.0,6,250000.0,680,120,800,1270,16306,8666,0,0,1931,0,98168
2.0,3,4,1.0,9,815000.0,2270,0,2270,2880,11989,12439,0,0,1968,0,98040
2.75,3,4,2.0,9,1065000.0,1950,340,2290,2290,5002,5100,0,0,1995,0,98033
2.25,3,3,2.0,7,510000.0,1870,880,2750,2430,219542,219542,0,0,1981,0,98014
1.75,2,2,1.0,5,156000.0,590,0,590,1360,6138,7112,0,0,1947,0,98118
2.75,4,3,2.0,8,254500.0,1720,850,2570,2420,7264,7911,0,0,1998,0,98092
2.5,3,3,1.0,9,760000.0,1600,450,2050,2930,15020,15050,2,0,1960,0,98177
2.5,3,3,2.0,7,210000.0,1610,0,1610,1680,6732,7414,0,0,1994,0,98030
2.5,3,3,2.0,7,349950.0,2140,0,2140,1990,7715,7628,0,0,1991,0,98198
2.0,3,4,2.5,7,676000.0,1730,0,1730,1210,6784,6784,0,0,1942,0,98199
3.5,4,3,2.0,8,475000.0,1940,500,2440,2390,3052,4600,0,0,2006,0,98108
2.75,4,4,1.5,9,880000.0,2320,900,3220,2310,4392,5795,0,0,1931,0,98105
3.25,4,3,2.0,11,1209000.0,4330,0,4330,5110,26162,26319,0,0,1997,0,98074
1.5,3,4,1.0,7,420000.0,1030,750,1780,1780,5000,7500,4,0,1958,0,98118
1.0,3,4,1.0,7,607000.0,1230,0,1230,2220,8114,8114,0,0,1951,0,98004
1.75,4,3,2.0,8,475000.0,2160,0,2160,1990,19283,9744,0,0,1981,0,98011
1.75,2,5,1.0,7,395000.0,710,690,1400,1250,2500,5700,0,0,1916,0,98116
1.75,4,4,1.0,7,650000.0,1180,720,1900,2060,10454,11325,0,0,1954,0,98004
2.75,5,4,1.0,8,625000.0,1510,1400,2910,2160,85377,66120,0,0,1966,0,98027
3.0,3,3,2.0,10,849000.0,2960,0,2960,2640,42159,25209,0,0,1995,0,98052
1.5,3,3,1.0,8,429950.0,1570,440,2010,1920,9480,8791,0,0,1951,0,98125
2.5,3,3,2.0,9,825000.0,3230,530,3760,3080,5260,5312,0,0,2002,0,98029
1.0,2,4,1.0,7,505000.0,1020,0,1020,1480,5000,5000,0,0,1916,0,98117
1.0,2,3,2.0,7,265000.0,1290,0,1290,1290,2828,2628,0,0,2008,0,98053
1.0,3,4,1.0,6,283000.0,890,0,890,1850,8400,5565,0,0,1954,0,98056
2.75,3,5,1.0,7,560000.0,1140,480,1620,1900,7500,7500,0,0,1979,0,98074
2.5,4,3,2.0,10,765000.0,3360,0,3360,2980,13636,10615,0,0,1987,0,98074
2.75,5,4,1.0,9,610000.0,1520,1410,2930,3070,31411,12378,0,0,1975,0,98006
2.5,3,3,1.0,9,589000.0,1710,1230,2940,2540,4799,4616,0,0,1996,0,98033
1.0,3,3,1.5,6,192500.0,1080,0,1080,1800,8580,12672,0,0,1900,0,98168
3.25,3,3,1.0,11,3200000.0,2760,1800,4560,4060,13363,13362,4,0,1995,0,98004
1.0,3,3,1.0,7,550000.0,860,150,1010,1930,6120,6120,0,0,1940,0,98115
1.5,2,4,1.5,8,460000.0,1280,510,1790,1540,3760,5080,0,0,1928,0,98117
2.25,4,4,1.0,7,264500.0,1200,860,2060,2110,11385,11385,0,0,1962,0,98023
1.0,3,3,1.0,6,339000.0,1010,140,1150,1340,2496,1203,0,0,1947,0,98126
3.5,4,3,3.0,9,950000.0,4030,0,4030,2130,4200,5000,0,0,1992,0,98199
1.75,3,3,1.0,8,677500.0,2020,0,2020,2370,9718,8604,0,0,1956,0,98040
2.5,4,3,2.0,9,690000.0,2740,0,2740,2780,8120,8344,0,0,1999,0,98074
2.25,4,3,1.0,7,312000.0,1430,500,1930,1714,7452,7200,0,0,1984,0,98031
1.75,5,4,1.0,9,840000.0,1560,940,2500,3370,11617,11617,0,0,1966,0,98040
3.5,3,3,2.0,8,357500.0,2080,0,2080,2080,5100,5100,0,0,2004,0,98038
1.5,3,4,1.0,7,675000.0,980,480,1460,2180,6480,6912,2,0,1940,0,98117
2.75,3,4,2.0,10,515000.0,3290,0,3290,2600,11441,12070,0,0,1988,0,98023
2.5,4,3,2.0,8,491234.0,1540,0,1540,1210,1860,1090,0,0,2014,0,98029
2.0,3,3,1.0,7,290000.0,1310,0,1310,1100,6265,6360,0,0,1988,0,98038
2.5,4,3,1.0,8,490000.0,1280,840,2120,2350,7820,8605,0,0,1975,0,98052
2.0,4,5,1.0,8,810000.0,1520,1400,2920,2360,10424,10696,0,0,1964,0,98005
1.5,3,3,1.0,7,252000.0,1150,0,1150,1220,13200,13066,0,0,1956,0,98166
2.5,3,3,2.0,8,299999.0,2380,0,2380,2830,9719,11505,0,0,2001,0,98001
2.75,3,3,2.0,7,400000.0,2220,0,2220,960,5000,5000,0,0,1993,0,98108
2.0,5,5,1.5,7,530000.0,1860,1160,3020,1380,6000,6000,0,0,1925,0,98126
2.0,3,3,1.0,7,357000.0,2460,0,2460,2660,53882,32625,4,1,1955,0,98198
1.75,3,4,1.0,7,365000.0,1030,790,1820,1420,5555,4000,0,0,1939,0,98103
2.5,4,3,2.0,9,804000.0,2620,0,2620,900,5060,5060,0,0,2005,0,98116
2.0,3,3,1.0,8,808250.0,1010,740,1750,1750,2640,4560,0,0,1914,1,98119
2.5,4,3,2.0,7,360000.0,2020,0,2020,2090,7289,7259,0,0,1994,0,98031
1.75,3,3,1.0,6,240000.0,1240,0,1240,1240,10956,8137,0,0,1987,0,98042
2.0,2,3,1.0,7,335000.0,1380,0,1380,1810,5840,5035,0,0,1988,0,98011
1.75,3,3,1.0,7,380000.0,1920,0,1920,1560,8775,8100,0,0,1953,0,98166
1.75,3,4,1.0,7,350000.0,1070,610,1680,1680,250470,360000,0,0,1940,0,98019
1.0,3,3,1.0,7,194000.0,1400,0,1400,1160,7955,14959,0,0,1964,0,98055
1.0,3,3,1.0,6,310000.0,1090,150,1240,2090,7194,8514,0,0,1936,0,98011
1.75,3,3,1.0,7,315000.0,1410,0,1410,1770,15134,15337,0,0,1980,0,98014
1.75,3,3,1.0,8,258950.0,1440,0,1440,1790,8050,7488,0,0,1985,0,98023
2.25,2,3,2.0,8,479000.0,1020,210,1230,1230,932,1064,0,0,2004,0,98112
1.5,5,4,1.0,7,510000.0,1550,0,1550,1970,9750,9750,0,0,1966,0,98033
2.0,3,4,1.0,8,400000.0,1760,0,1760,1670,6875,13650,0,0,1967,0,98072
3.5,4,3,2.0,11,1450000.0,3610,1390,5000,3850,38012,18054,0,0,2004,0,98029
2.0,5,4,1.5,7,680000.0,2020,120,2140,1810,5000,4400,0,0,1913,0,98122
3.0,6,4,2.5,10,1750000.0,3510,0,3510,3450,5760,5760,0,0,1906,0,98112
1.75,3,4,1.0,8,335000.0,1500,510,2010,1200,9417,8250,0,0,1967,0,98030
2.5,5,5,1.0,8,460000.0,1750,1640,3390,2360,9760,9600,0,0,1978,0,98058
2.25,4,3,1.0,8,440000.0,1080,1080,2160,1850,8119,9000,0,0,1966,0,98006
2.0,2,3,1.0,8,412250.0,1300,0,1300,1510,2983,3876,0,0,2006,0,98053
1.5,3,4,2.0,6,185000.0,1280,0,1280,1150,4031,4500,0,0,1985,0,98002
2.0,3,4,1.0,7,286500.0,1040,800,1840,1600,8140,6720,0,0,1975,0,98003
2.5,4,3,2.0,7,422000.0,3200,0,3200,2610,6691,6510,0,0,2002,0,98038
2.25,3,3,2.0,9,408000.0,2800,0,2800,2800,35362,37058,0,0,1985,0,98042
1.0,2,4,1.0,7,306500.0,1390,0,1390,2580,19988,10490,2,0,1949,0,98198
2.5,4,3,2.0,8,359900.0,2600,0,2600,2610,5188,5188,0,0,2005,0,98038
2.5,3,3,2.0,8,560000.0,1960,0,1960,2480,6058,6656,0,0,2002,0,98053
1.0,3,3,1.0,6,259875.0,1250,0,1250,1250,21303,17920,0,0,1970,0,98053
1.0,3,3,1.0,6,385000.0,1250,0,1250,1250,21303,17920,0,0,1970,0,98053
1.0,1,3,1.0,4,188000.0,550,0,550,1100,16345,9240,0,0,1945,0,98106
3.25,4,3,1.5,8,1142000.0,1960,540,2500,3670,5801,7350,0,0,1926,0,98112
1.0,3,4,1.0,6,255000.0,1250,0,1250,1300,10094,10094,0,0,1927,0,98045
2.75,4,3,2.0,9,1185000.0,3020,0,3020,3060,8622,14303,0,0,1976,1,98004
1.75,4,5,1.0,7,635200.0,920,720,1640,1300,4240,4240,0,0,1921,0,98117
1.75,3,3,2.0,7,355000.0,1870,0,1870,1350,8250,8714,0,0,1956,1,98188
2.5,3,3,3.5,8,544000.0,1760,0,1760,1700,1755,1721,0,0,1998,0,98105
1.5,3,3,2.0,7,402000.0,1320,0,1320,1320,3145,3002,0,0,1998,0,98144
1.5,4,3,1.5,7,575000.0,1430,0,1430,1500,4163,4000,0,0,1910,0,98199
1.75,3,4,1.0,7,216000.0,1580,0,1580,1580,9705,9942,0,0,1977,0,98042
3.5,4,3,2.0,11,1200000.0,4170,0,4170,4560,9748,10589,0,0,2004,0,98059
3.25,4,3,2.0,9,850000.0,3090,0,3090,2020,6744,6656,4,0,1923,1,98177
2.0,3,3,2.0,7,238000.0,720,300,1020,1360,1204,1506,0,0,2004,0,98126
1.75,4,3,1.5,8,625000.0,2020,160,2180,1890,4431,4400,0,0,1912,0,98112
3.25,5,4,2.0,8,1110000.0,2510,840,3350,1620,4000,4000,0,0,1997,0,98105
2.5,3,3,2.0,9,820000.0,2510,0,2510,1790,5503,6099,2,0,1995,0,98136
2.5,3,3,1.0,8,355000.0,1250,630,1880,2030,5290,5092,0,0,1974,0,98108
1.5,4,3,1.0,8,495000.0,1210,600,1810,1830,7998,7763,0,0,1960,0,98125
2.5,5,4,2.0,11,1300000.0,4170,0,4170,4670,33310,37960,0,0,1991,0,98006
2.5,3,3,2.0,7,398750.0,2230,0,2230,1310,4000,4000,0,0,1954,0,98144
2.5,4,3,2.0,9,835000.0,3650,0,3650,3150,7784,6442,0,0,2006,0,98052
2.75,6,4,1.0,8,705000.0,1430,1400,2830,2060,10579,10745,0,0,1967,0,98005
1.5,4,4,2.0,8,625000.0,2120,0,2120,1830,5000,5000,0,0,1900,0,98122
2.5,4,3,2.0,8,550000.0,2090,0,2090,2000,6926,7151,0,0,1990,0,98074
1.5,3,4,1.0,7,540000.0,1400,1200,2600,1320,5085,4000,0,0,1940,0,98126
1.0,2,4,1.0,7,519000.0,830,0,830,1460,2820,3150,0,0,1920,0,98103
2.5,4,3,2.0,7,311000.0,1975,0,1975,1975,8734,8538,0,0,1996,0,98038
2.5,4,2,1.0,7,305000.0,1420,480,1900,1600,7000,7600,0,0,1968,0,98023
2.75,4,3,1.5,8,395000.0,2640,0,2640,2520,35070,34986,0,0,1963,0,98058
1.5,4,3,1.0,6,275000.0,1010,600,1610,1320,6923,7684,0,0,1969,0,98198
3.25,3,3,2.0,8,450000.0,1430,340,1770,1410,1863,1375,0,0,2003,0,98029
1.0,2,3,1.0,7,324000.0,1070,0,1070,1490,6000,7622,0,0,1955,0,98133
3.25,5,5,2.0,11,2795000.0,3590,1000,4590,2920,12793,8609,2,0,1928,0,98199
1.0,4,4,1.5,7,565000.0,1540,0,1540,1290,2452,3360,0,0,1906,0,98103
1.75,4,4,2.0,7,373000.0,1590,0,1590,1720,7920,7998,0,0,1960,0,98133
2.0,2,4,1.5,8,613000.0,1170,0,1170,2160,1890,4000,1,0,1927,0,98119
2.25,4,4,1.0,8,614000.0,1920,960,2880,2410,9996,10584,0,0,1981,0,98072
1.75,4,4,1.0,8,595000.0,1680,830,2510,2510,8989,8931,0,0,1964,0,98006
1.0,2,3,1.0,7,440000.0,850,430,1280,1280,12086,10452,0,0,1983,0,98074
1.5,3,3,1.0,8,425000.0,1570,0,1570,2130,12412,12412,3,0,1954,0,98166
1.0,2,3,1.0,6,407000.0,740,0,740,1800,6380,6380,0,0,1912,0,98115
1.5,3,4,1.0,7,472000.0,1740,0,1740,1390,9038,9770,0,0,1955,0,98007
2.5,3,3,3.0,8,472000.0,1180,0,1180,1180,1262,2632,0,0,2010,0,98119
2.75,5,4,1.0,9,1250000.0,2160,800,2960,2940,28300,23250,3,0,1959,0,98177
1.75,3,4,1.0,7,412000.0,940,940,1880,1110,5752,5201,0,0,1945,0,98126
1.0,3,3,1.0,8,717000.0,1150,0,1150,1160,5000,5000,0,0,1959,1,98117
1.0,3,4,1.0,7,425000.0,1320,0,1320,1510,7076,9000,0,0,1959,0,98008
2.0,4,5,1.0,6,299999.0,820,820,1640,1640,7200,8200,0,0,1944,0,98166
2.0,3,4,1.0,7,254000.0,1470,0,1470,1580,7694,7480,0,0,1992,0,98038
1.0,3,4,1.0,6,178500.0,900,0,900,1460,10511,10643,0,0,1961,0,98001
1.75,3,5,1.0,8,800000.0,1230,280,1510,1300,3600,3600,0,0,1910,0,98119
1.0,3,4,1.0,6,420000.0,720,720,1440,1280,5623,5623,0,0,1922,0,98115
1.0,2,3,1.0,7,319900.0,1380,0,1380,1870,9251,12158,0,0,1940,0,98028
