bathrooms,bedrooms,condition,floors,grade,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,yr_renovated_bool,zipcode,price,zipcode_price
2.75,3,3,2.0,9,1510,590,2100,2240,10362,11842,0,0,1998,0,0,98045,525000.0,7
2.25,3,3,2.0,7,2120,0,2120,2120,9804,7200,0,0,1994,0,0,98042,278000.0,7
1.5,2,3,2.0,11,2370,0,2370,3860,184231,151081,0,0,2005,0,0,98045,1057000.0,7
2.5,4,3,2.0,8,2030,0,2030,2030,5754,5784,0,0,2001,0,0,98042,295000.0,7
3.0,4,3,2.0,11,4260,0,4260,3540,18000,17015,2,0,2000,0,0,98040,2000000.0,7
1.0,3,3,1.0,7,1640,0,1640,1200,9750,9750,0,0,1968,0,0,98042,207500.0,7
1.0,3,5,1.0,7,1230,0,1230,1230,9720,9720,0,0,1969,0,0,98042,220000.0,7
3.75,4,4,2.0,8,2070,740,2810,2370,10840,11248,2,0,1994,0,0,98045,492000.0,7
3.75,4,3,2.0,10,4030,0,4030,2110,503989,71874,0,0,2008,0,0,98045,920000.0,7
3.5,4,3,2.0,7,3150,0,3150,2950,6202,5940,0,0,2005,0,0,98042,330000.0,7
1.75,4,5,1.0,7,1820,0,1820,1410,9824,11013,0,0,1968,0,0,98042,261000.0,7
1.5,3,4,1.0,6,1610,0,1610,1060,5304,5304,0,0,1968,0,0,98042,215000.0,7
2.75,4,4,1.0,8,1850,1780,3630,3380,15405,11184,2,0,1968,0,0,98040,769000.0,7
2.5,3,3,2.0,7,1870,0,1870,2190,4060,4060,0,0,2005,0,0,98042,285000.0,7
2.75,6,4,1.5,9,2300,0,2300,2720,24773,11740,0,0,1950,1985,1,98040,900000.0,7
1.75,3,3,1.0,7,1230,660,1890,1580,11875,10920,0,0,1979,0,0,98045,271900.0,7
2.5,3,3,2.0,10,2560,910,3470,3590,12076,17677,3,0,1988,0,0,98040,1050000.0,7
1.75,3,4,1.0,7,1150,0,1150,1330,8690,7040,0,0,1977,0,0,98042,166600.0,7
3.25,5,4,2.0,8,2480,840,3320,2330,11340,8339,0,0,1999,0,0,98042,409124.0,7
2.5,4,3,2.0,8,2320,0,2320,2320,11717,9714,0,0,1997,0,0,98045,397000.0,7
1.5,3,4,1.0,7,1200,0,1200,1350,11935,11935,0,0,1968,0,0,98042,234000.0,7
2.25,3,3,1.0,9,2680,0,2680,2680,41804,40866,0,0,1989,0,0,98045,676000.0,7
1.0,2,4,1.0,5,1270,0,1270,1870,43560,6960,0,0,1908,0,0,98042,550000.0,7
2.0,3,3,1.0,6,1410,0,1410,1570,10015,10485,3,0,1993,0,0,98045,340000.0,7
2.0,3,3,1.0,7,1310,0,1310,1310,8454,8454,0,0,1994,0,0,98042,255000.0,7
2.5,4,3,2.0,8,2280,0,2280,2280,42077,36236,0,0,1994,0,0,98042,445000.0,7
2.25,3,4,1.0,9,2360,0,2360,2720,14950,14388,0,0,1978,0,0,98042,431000.0,7
1.5,3,3,2.0,7,1370,0,1370,1390,11400,9600,0,0,1980,0,0,98045,280000.0,7
2.5,4,4,1.0,8,1140,800,1940,1920,10200,12600,0,0,1977,0,0,98042,315000.0,7
2.5,4,4,1.0,9,1310,960,2270,2810,13449,13475,0,0,1975,0,0,98040,780000.0,7
1.0,3,3,1.0,7,1380,0,1380,1040,10875,10875,0,0,1977,0,0,98045,299500.0,7
2.5,5,3,2.0,7,2400,0,2400,2200,4548,4465,0,0,2003,0,0,98042,335000.0,7
2.25,4,4,2.0,8,2110,0,2110,2350,12653,10980,0,0,1972,0,0,98040,825000.0,7
2.0,3,3,1.0,7,1140,0,1140,1140,11620,8400,0,0,1994,0,0,98045,340000.0,7
1.0,3,4,1.0,7,1390,0,1390,1030,12145,10800,0,0,1964,0,0,98042,199000.0,7
2.5,3,3,2.0,9,2810,0,2810,2380,435600,92007,0,0,1995,0,0,98045,745000.0,7
2.5,4,3,2.0,9,2500,0,2500,2765,50595,33720,0,0,1997,0,0,98045,545000.0,7
2.5,3,4,2.0,10,3290,0,3290,2700,90796,55023,0,0,1992,0,0,98042,685000.0,7
3.25,4,4,2.0,11,3310,510,3820,2900,24166,18786,1,0,1990,0,0,98040,1250000.0,7
2.5,3,3,2.0,8,1270,0,1270,1270,9675,11700,0,0,1993,0,0,98045,280000.0,7
2.5,4,3,2.0,8,2000,0,2000,2390,37045,36868,0,0,1989,0,0,98042,260000.0,7
2.5,5,3,2.0,7,2400,0,2400,1880,4564,4109,0,0,2004,0,0,98042,268000.0,7
2.5,3,3,2.0,7,2540,0,2540,2190,4260,4260,0,0,2005,0,0,98042,325000.0,7
1.75,3,4,1.0,7,1610,0,1610,2050,22496,35772,0,0,1974,0,0,98042,338950.0,7
2.25,3,3,2.0,7,2020,0,2020,1460,9000,9680,0,0,1979,0,0,98045,345000.0,7
2.25,3,4,2.0,7,1610,0,1610,1530,7423,8102,0,0,1990,0,0,98042,260000.0,7
2.5,3,3,2.0,8,1980,0,1980,2070,9725,9834,0,0,1994,0,0,98045,470000.0,7
1.75,3,3,1.0,7,1320,350,1670,1650,7415,8585,0,0,1987,0,0,98042,274950.0,7
2.5,3,4,1.0,8,2230,0,2230,2400,32660,33120,0,0,1977,0,0,98042,428000.0,7
2.5,4,3,2.0,7,2230,0,2230,2800,4541,4860,0,0,2006,0,0,98042,253000.0,7
2.5,4,3,2.0,9,2740,0,2740,2740,33158,36074,0,0,1993,0,0,98042,476000.0,7
1.5,3,3,1.0,8,2520,0,2520,1470,37616,33750,0,0,1955,0,0,98045,496000.0,7
1.0,3,5,1.0,7,1010,0,1010,2020,14510,44866,0,0,1974,0,0,98042,270000.0,7
4.25,6,4,3.0,12,5330,1650,6980,3930,15682,18367,4,0,1999,0,0,98040,3100000.0,7
2.5,4,3,2.0,8,2910,0,2910,2740,5000,5045,0,0,2002,0,0,98042,395000.0,7
2.0,3,5,1.0,7,1290,0,1290,1290,7372,7366,0,0,1990,0,0,98042,253000.0,7
2.0,3,3,2.0,8,3220,400,3620,2370,14250,14250,0,0,2007,0,0,98040,1575000.0,7
2.5,4,3,2.0,7,2110,0,2110,2300,4178,4142,0,0,2013,0,0,98042,324950.0,7
2.25,4,3,2.0,8,1960,0,1960,1910,12243,12230,0,0,1989,0,0,98042,308000.0,7
2.5,4,3,2.0,8,2320,0,2320,2150,6270,6270,0,0,2004,0,0,98042,325900.0,7
1.75,3,4,2.0,6,1540,0,1540,1540,10545,10000,0,0,1978,0,0,98045,273000.0,7
2.5,4,3,2.0,8,2430,0,2430,2890,5499,5190,0,0,2002,0,0,98042,310000.0,7
2.5,3,3,2.0,8,2340,0,2340,2790,5171,5684,0,0,2013,0,0,98045,439990.0,7
2.75,4,5,2.0,8,3950,0,3950,2350,12840,12507,0,0,1960,0,0,98040,1052500.0,7
2.25,3,5,1.0,7,1740,0,1740,1420,10378,10167,0,0,1977,0,0,98042,255000.0,7
1.75,3,4,1.0,7,1140,1040,2180,2180,10221,8535,2,0,1946,0,0,98040,705000.0,7
2.5,4,3,2.0,8,2223,0,2223,1690,5780,7766,0,0,2010,0,0,98042,320000.0,7
2.25,4,3,1.0,7,1450,630,2080,1900,7700,7980,0,0,1968,0,0,98058,300000.0,4
1.0,3,4,1.0,6,1350,0,1350,1520,14212,14404,0,0,1981,0,0,98053,335000.0,4
2.5,2,3,1.0,8,2210,0,2210,2170,6327,6327,0,0,2003,0,0,98053,802000.0,4
2.5,5,3,2.0,7,2640,0,2640,2640,7096,4850,0,0,2003,0,0,98053,632500.0,4
2.75,5,5,1.0,8,1250,1220,2470,2140,19200,35140,0,0,1977,0,0,98058,400000.0,4
2.0,4,4,2.0,7,1290,870,2160,1570,4800,4800,0,0,1929,0,0,98055,324950.0,4
1.75,3,4,1.0,7,1740,0,1740,1560,29597,20741,0,0,1965,0,0,98059,350000.0,4
1.75,4,5,1.0,7,1010,880,1890,1930,10550,7291,0,0,1969,0,0,98056,372000.0,4
2.5,4,3,2.0,7,2300,0,2300,1770,6087,5907,0,0,2001,0,0,98056,431000.0,4
1.75,5,3,1.0,8,1390,1390,2780,2130,7786,7918,0,0,1966,0,0,98052,528000.0,4
1.75,4,3,1.0,8,1170,940,2110,1820,7208,7208,0,0,1975,0,0,98058,324000.0,4
3.75,5,4,2.0,7,3880,0,3880,2160,8370,4651,0,0,2004,0,0,98056,506000.0,4
2.0,3,3,1.0,6,1220,0,1220,1980,14645,24960,0,0,1970,0,0,98059,315000.0,4
2.5,3,3,1.0,7,1190,0,1190,2230,8175,9520,0,0,1986,0,0,98055,290000.0,4
1.75,5,5,1.0,7,1010,720,1730,1730,10368,7728,0,0,1963,0,0,98059,268000.0,4
2.0,4,3,2.0,7,1530,0,1530,1500,6375,8712,0,0,1942,1983,1,98058,231000.0,4
2.0,1,3,2.0,6,1240,0,1240,1030,4800,4800,0,0,1910,0,0,98055,290000.0,4
2.25,5,4,1.0,8,1330,1130,2460,2460,8710,8870,0,0,1976,0,0,98052,599000.0,4
2.5,3,3,1.0,7,1090,400,1490,1880,8005,7905,0,0,1976,0,0,98058,271500.0,4
2.5,5,4,2.0,9,2760,0,2760,2470,11340,11340,0,0,1978,0,0,98059,380000.0,4
2.25,3,3,1.0,8,1390,490,1880,1910,7350,8400,0,0,1984,0,0,98058,320000.0,4
3.5,5,3,2.0,10,3740,0,3740,2040,11340,8715,0,0,2013,0,0,98052,1080000.0,4
1.0,2,4,1.0,5,700,0,700,970,5100,5811,0,0,1953,0,0,98056,208000.0,4
3.0,4,3,2.0,8,2580,0,2580,3440,209523,213444,0,0,1984,0,0,98053,799000.0,4
1.75,4,4,1.0,7,1120,0,1120,1330,8250,7975,0,0,1966,0,0,98058,252000.0,4
1.0,2,4,1.0,6,820,0,820,2270,5100,5100,0,0,1954,0,0,98056,235000.0,4
2.25,2,3,3.0,7,1340,50,1390,1480,1222,1369,0,0,2009,0,0,98052,465000.0,4
2.75,5,3,2.0,9,2870,0,2870,3150,6593,6593,0,0,2006,0,0,98052,730000.0,4
1.0,2,3,1.0,7,820,240,1060,1370,7700,8833,0,0,1981,0,0,98055,170500.0,4
2.5,2,3,1.0,8,2300,0,2300,2300,6400,6400,0,0,2007,0,0,98053,705000.0,4
2.0,4,3,1.0,7,1780,0,1780,2210,19843,13500,0,0,1963,0,0,98058,272000.0,4
3.0,3,4,2.0,9,1570,1130,2700,2260,47050,45901,0,0,1986,0,0,98058,420000.0,4
2.5,3,3,2.0,8,2210,0,2210,1920,7620,7440,0,0,1994,0,0,98052,535000.0,4
2.5,3,5,2.0,7,1700,0,1700,1700,7210,7566,0,0,1966,0,0,98052,565000.0,4
2.0,2,3,1.0,8,1570,0,1570,2165,4665,6262,0,0,2006,0,0,98053,592350.0,4
2.25,3,3,1.0,8,1240,580,1820,2030,8008,8750,0,0,1981,0,0,98052,475000.0,4
2.75,4,3,2.0,10,3590,0,3590,3590,5625,5625,0,0,2012,0,0,98052,1100000.0,4
1.0,3,3,1.0,7,1110,0,1110,1510,7128,7107,0,0,1980,0,0,98052,379500.0,4
2.5,3,3,2.0,8,3010,0,3010,3030,7014,6180,0,0,2009,0,0,98059,538000.0,4
1.75,4,4,1.5,6,1710,0,1710,1750,10480,10480,0,0,1969,0,0,98059,320000.0,4
2.5,4,4,1.0,8,1400,680,2080,2090,7000,7082,0,0,1989,0,0,98058,330000.0,4
1.75,2,4,1.0,7,890,380,1270,2020,7800,8025,0,0,1981,0,0,98058,299000.0,4
2.25,3,3,1.0,8,1330,680,2010,2080,6000,8260,0,0,1975,0,0,98052,570000.0,4
2.5,4,3,1.0,8,1430,420,1850,2090,50662,10599,0,0,1978,0,0,98052,830000.0,4
1.75,3,4,1.0,8,1340,500,1840,1940,11440,11440,0,0,1977,0,0,98059,366000.0,4
2.75,4,3,2.0,9,3340,0,3340,3240,5677,5643,0,0,2011,0,0,98052,799000.0,4
2.0,3,5,1.0,7,1420,0,1420,2020,12655,9655,0,0,1968,0,0,98056,421000.0,4
1.0,3,5,1.0,7,1200,0,1200,1250,9087,11826,0,0,1969,0,0,98056,339900.0,4
1.0,2,5,1.0,6,800,0,800,1100,5600,6000,0,0,1955,0,0,98056,189900.0,4
3.5,3,4,1.0,8,1370,700,2070,1930,11658,8744,0,0,1977,0,0,98056,470000.0,4
2.5,3,3,2.5,8,2490,0,2490,2640,4540,3844,0,0,2012,0,0,98059,414000.0,4
3.5,5,3,1.0,8,2120,1670,3790,1740,8200,8676,1,0,2001,0,0,98056,471750.0,4
2.5,3,3,2.0,9,2720,0,2720,2760,13124,16200,0,0,1988,0,0,98052,835000.0,4
2.5,5,5,1.0,7,1170,1130,2300,2280,23345,23345,0,0,1967,0,0,98059,453500.0,4
1.75,3,4,1.0,6,990,500,1490,1490,6269,7722,0,0,1944,0,0,98056,226000.0,4
1.0,3,2,1.0,6,1200,150,1350,1860,92721,8096,0,0,1946,0,0,98055,450000.0,4
2.5,4,3,2.0,7,2580,0,2580,2160,6260,3600,0,0,2004,0,0,98056,374000.0,4
2.0,3,4,2.0,8,1650,0,1650,1750,6408,6402,0,0,1977,0,0,98052,440000.0,4
2.75,3,3,2.0,9,2740,0,2740,2210,5735,5026,0,0,2004,0,0,98052,675000.0,4
2.25,3,3,2.0,8,2010,0,2010,2240,10760,9357,0,0,1985,0,0,98052,605000.0,4
2.5,3,4,1.0,9,2020,0,2020,2410,11935,12350,0,0,1976,0,0,98052,560000.0,4
1.75,3,3,1.0,7,1460,0,1460,1600,4692,4557,0,0,1988,0,0,98055,244000.0,4
2.25,3,4,1.0,7,1240,290,1530,1500,6600,7700,0,0,1968,0,0,98055,337500.0,4
1.75,3,3,1.0,7,1070,0,1070,1540,8030,7875,0,0,1966,2014,1,98052,542000.0,4
2.75,5,3,2.0,8,2990,0,2990,2730,6370,5740,0,0,2014,0,0,98059,559950.0,4
2.5,3,3,2.0,9,2650,0,2650,2550,40705,42625,0,0,1994,0,0,98053,770000.0,4
2.5,4,3,2.0,8,3070,0,3070,2590,7200,7200,0,0,2005,0,0,98059,525000.0,4
2.25,4,3,2.0,7,1960,0,1960,1560,10275,10275,0,0,1965,0,0,98052,490000.0,4
1.0,2,4,1.0,6,750,0,750,1340,8125,8750,0,0,1943,0,0,98055,261000.0,4
2.5,4,3,2.0,9,3650,0,3650,3150,7784,6442,0,0,2006,0,0,98052,835000.0,4
1.0,2,3,1.0,7,900,500,1400,1400,4500,5500,0,0,1922,0,0,98055,310000.0,4
2.25,5,3,2.0,8,2340,0,2340,2140,9225,9348,0,0,1973,0,0,98052,572000.0,4
1.5,3,4,1.0,7,1460,0,1460,1580,8505,8505,0,0,1955,0,0,98055,265000.0,4
3.25,5,3,2.0,9,4115,0,4115,3950,7910,6765,0,0,2014,0,0,98053,988830.0,4
2.5,4,3,2.0,8,2790,0,2790,2790,5602,5309,0,0,2009,0,0,98059,505000.0,4
2.5,4,3,2.5,8,3080,0,3080,2750,4553,4929,0,0,2008,0,0,98052,750000.0,4
2.75,4,3,2.0,10,3280,0,3280,3280,6845,7467,0,0,2003,0,0,98052,734500.0,4
2.25,3,3,2.0,8,2290,0,2290,2170,7350,7529,0,0,1988,0,0,98058,365000.0,4
2.75,5,3,2.0,9,3370,0,3370,3010,10315,8296,0,0,2006,0,0,98059,561000.0,4
1.0,3,4,1.0,7,1150,0,1150,1410,10196,8925,0,0,1957,0,0,98052,383000.0,4
2.25,4,4,2.0,8,2100,0,2100,2000,12738,12090,0,0,1975,0,0,98059,375000.0,4
1.0,2,4,1.0,5,660,0,660,970,6509,5713,0,0,1952,0,0,98056,227450.0,4
2.75,4,3,2.0,9,3160,0,3160,1890,42733,24000,0,0,1995,0,0,98053,1078000.0,4
1.5,3,4,1.0,7,1400,0,1400,1620,10853,10849,0,0,1964,0,0,98055,264950.0,4
1.0,2,3,1.0,7,940,0,940,1450,15000,15000,0,0,1960,0,0,98055,225000.0,4
1.75,2,3,1.0,8,1440,0,1440,1810,6265,5209,0,0,2005,0,0,98053,490000.0,4
4.25,4,3,2.0,11,5550,0,5550,4750,12968,13001,0,0,2005,0,0,98059,1500000.0,4
2.25,4,3,1.0,7,1220,570,1790,1740,13200,8950,0,0,1979,0,0,98058,197000.0,4
2.25,3,3,1.0,8,1450,700,2150,2170,9900,9500,0,0,1977,0,0,98052,458000.0,4
1.75,4,4,1.0,7,1010,1010,2020,1650,7865,7865,0,0,1963,0,0,98059,302000.0,4
1.0,2,3,1.0,6,1080,0,1080,1200,9435,9210,0,0,1958,0,0,98058,230000.0,4
3.5,3,3,2.0,11,2830,930,3760,3560,5634,5762,4,1,2014,0,0,98056,2230000.0,4
2.5,4,3,2.0,7,2020,0,2020,2020,5501,5494,0,0,2010,0,0,98059,415000.0,4
2.5,4,3,2.0,9,3230,0,3230,3080,256132,217800,0,0,2006,0,0,98053,875000.0,4
2.5,4,4,1.0,7,1470,620,2090,1700,8325,8025,0,0,1983,0,0,98056,375000.0,4
2.0,4,4,2.0,7,2350,330,2680,1430,13680,11000,2,0,1943,1965,1,98056,400000.0,4
2.5,3,3,2.0,8,2590,900,3490,1740,12410,14448,0,0,2009,0,0,98059,630000.0,4
1.0,3,3,1.0,7,1660,0,1660,1380,11200,10875,0,0,1957,0,0,98056,261000.0,4
1.0,3,3,1.0,7,940,0,940,1430,9198,8370,0,0,1968,0,0,98052,347000.0,4
2.5,3,3,1.0,8,2310,0,2310,2310,7348,7153,3,0,2010,0,0,98053,739000.0,4
2.5,3,3,2.0,8,1870,0,1870,1900,3584,3920,0,0,2003,0,0,98058,345000.0,4
1.0,3,4,1.0,7,1170,0,1170,1430,7395,7920,0,0,1969,0,0,98055,255000.0,4
2.5,3,3,2.0,8,2130,0,2130,2130,8022,7605,0,0,1985,0,0,98052,475000.0,4
2.5,3,3,2.0,8,3030,0,3030,3010,9053,6026,0,0,2009,0,0,98059,509900.0,4
2.5,3,3,2.0,10,2910,0,2910,2680,12283,22499,2,0,1993,0,0,98058,610000.0,4
2.5,4,3,2.0,7,2950,0,2950,2360,4502,4502,0,0,2005,0,0,98059,455000.0,4
2.0,4,3,2.0,9,3740,0,3740,3180,32417,32417,0,0,2000,0,0,98053,860000.0,4
2.5,4,3,2.0,8,2850,0,2850,1720,11000,11000,0,0,1998,0,0,98052,760000.0,4
2.5,4,3,2.0,9,3110,0,3110,3200,6142,6826,0,0,2004,0,0,98052,751000.0,4
2.5,4,3,2.0,8,3150,0,3150,2650,5886,5886,0,0,2014,0,0,98059,580135.0,4
1.0,3,4,1.0,7,990,0,990,1260,8012,9060,0,0,1966,0,0,98058,225000.0,4
1.75,4,3,1.0,8,1470,920,2390,2110,12000,12000,0,0,1979,0,0,98052,650000.0,4
2.5,4,3,2.0,8,2680,0,2680,2750,4548,4548,0,0,2009,0,0,98052,750000.0,4
2.5,4,3,2.0,7,1950,0,1950,2240,5451,6221,0,0,2004,0,0,98058,360000.0,4
2.25,3,4,2.0,8,1760,0,1760,1810,10013,9768,0,0,1983,0,0,98056,450000.0,4
1.75,3,4,1.0,7,840,550,1390,1390,8700,10875,3,0,1912,0,0,98055,280950.0,4
2.5,4,3,2.0,8,3140,0,3140,3140,8455,7391,0,0,2003,0,0,98059,529888.0,4
2.75,5,3,2.0,8,3050,0,3050,2180,7520,10800,0,0,2014,0,0,98056,740000.0,4
2.5,3,3,2.0,8,1960,0,1960,1690,3953,3593,0,0,1999,0,0,98059,395000.0,4
2.5,4,3,2.0,9,3800,0,3800,3170,22029,24979,0,0,1993,0,0,98053,894000.0,4
2.5,4,3,1.0,7,1650,580,2230,2090,5000,4637,0,0,2006,0,0,98059,448000.0,4
2.75,4,3,2.0,7,2290,0,2290,2270,5249,4348,0,0,2003,0,0,98059,430000.0,4
2.5,3,3,2.0,9,1770,0,1770,2120,3205,4134,0,0,2005,0,0,98052,593567.0,4
1.75,2,3,1.0,8,1440,0,1440,1680,4660,4989,2,0,2008,0,0,98053,445000.0,4
1.0,2,3,1.0,7,1180,240,1420,1490,81892,1863,0,0,1956,0,0,98055,360000.0,4
2.5,4,3,2.0,8,1714,0,1714,1714,3250,3250,0,0,2010,0,0,98055,305000.0,4
2.5,4,3,2.0,8,2470,0,2470,2510,4945,4988,0,0,2012,0,0,98053,669000.0,4
1.75,3,4,1.0,7,1400,0,1400,1210,8364,8160,0,0,1958,0,0,98056,274000.0,4
2.5,4,3,2.0,7,3280,0,3280,2600,5876,5000,0,0,2004,0,0,98053,702000.0,4
1.75,3,5,1.0,8,1210,600,1810,1800,10800,10800,0,0,1968,0,0,98056,387000.0,4
2.75,4,3,2.0,9,2140,990,3130,2260,13412,9984,0,0,1993,0,0,98052,835000.0,4
2.0,4,4,1.0,5,1440,0,1440,1440,7641,7750,0,0,1943,0,0,98056,162000.0,4
2.5,4,3,2.0,8,2650,0,2650,2520,6884,5866,0,0,2012,0,0,98053,734990.0,4
3.0,5,3,2.0,8,1670,960,2630,2240,3149,4825,0,0,2013,0,0,98056,420000.0,4
2.25,4,4,1.0,8,1860,0,1860,1860,7980,8814,0,0,1966,0,0,98058,380000.0,4
2.5,3,3,1.0,10,2620,0,2620,2950,28703,30290,0,0,1985,0,0,98052,725000.0,4
1.0,2,5,1.0,5,860,0,860,900,5800,6000,0,0,1942,0,0,98056,222900.0,4
2.75,4,3,2.0,9,2810,0,2810,2990,5497,5842,0,0,2011,0,0,98052,750000.0,4
1.0,3,4,1.0,6,1140,0,1140,1300,7560,7560,0,0,1958,0,0,98058,218000.0,4
2.25,3,3,2.0,7,1350,0,1350,1650,2839,3093,0,0,2003,0,0,98053,401000.0,4
2.25,4,3,2.0,8,1780,0,1780,2360,10260,10080,0,0,1971,0,0,98052,615000.0,4
1.0,3,3,1.0,7,1170,0,1170,1680,9730,10125,0,0,1968,1986,1,98055,252000.0,4
2.5,3,3,2.0,9,2370,0,2370,2550,11172,11558,0,0,1993,0,0,98056,640000.0,4
2.0,4,3,1.0,8,2750,0,2750,1340,9001,11050,0,0,2008,0,0,98055,333000.0,4
2.5,3,3,2.0,9,3040,0,3040,3040,5326,5442,0,0,2008,0,0,98055,500000.0,4
1.0,3,4,1.0,7,1300,0,1300,1290,8160,8970,0,0,1960,0,0,98056,237000.0,4
2.25,3,4,1.0,8,1240,950,2190,3500,7149,7149,1,0,1963,0,0,98056,539950.0,4
2.75,5,3,2.0,8,2920,0,2920,2520,6327,5026,0,0,2007,0,0,98059,562500.0,4
2.75,4,3,1.0,8,1170,1230,2400,1690,20000,20000,0,0,1961,2015,1,98058,420000.0,4
3.0,7,3,1.0,7,1400,1400,2800,2150,9569,7333,2,0,1963,0,0,98056,350000.0,4
4.25,5,3,2.0,11,5040,0,5040,4300,9466,9417,0,0,2004,0,0,98059,1284000.0,4
1.0,3,4,1.0,7,1060,340,1400,1400,9450,8108,0,0,1955,0,0,98056,279000.0,4
3.0,4,3,2.0,8,2580,0,2580,2010,5511,5600,0,0,1999,0,0,98058,370000.0,4
1.75,3,4,1.0,8,1560,0,1560,2200,9452,9985,0,0,1974,0,0,98056,425000.0,4
2.5,4,3,2.0,8,2680,0,2680,2640,7513,7243,0,0,1998,0,0,98059,437500.0,4
1.5,3,3,1.0,7,1220,0,1220,1660,6000,6000,0,0,1968,0,0,98055,177500.0,4
1.0,2,3,1.0,7,840,800,1640,2440,17335,17850,0,0,1978,0,0,98053,379500.0,4
1.75,3,5,1.0,7,1660,0,1660,1610,12865,12400,0,0,1967,0,0,98056,431000.0,4
2.5,5,5,1.5,8,3810,0,3810,2470,15916,11662,0,0,1967,0,0,98058,515000.0,4
2.25,4,3,1.0,8,1680,500,2180,2000,7000,8000,0,0,1969,0,0,98055,318000.0,4
2.5,3,3,2.0,8,1490,0,1490,1310,4078,2767,0,0,1998,0,0,98059,316000.0,4
2.25,2,3,2.0,7,1660,0,1660,1620,2748,3167,0,0,1995,0,0,98055,235000.0,4
4.5,6,3,2.0,8,3300,0,3300,2470,7480,7561,0,0,1980,0,0,98052,510000.0,4
1.75,2,3,1.0,8,1560,0,1560,1860,4500,4500,0,0,2004,0,0,98053,579000.0,4
1.0,2,3,1.0,7,900,500,1400,1400,4500,5500,0,0,1922,0,0,98055,180000.0,4
2.25,4,3,2.0,8,1770,0,1770,1880,8505,8939,0,0,1986,0,0,98052,596500.0,4
1.75,3,4,1.0,7,1320,0,1320,1840,6030,6565,0,0,1969,0,0,98052,409950.0,4
1.75,4,4,1.0,7,1650,660,2310,1790,8045,8086,0,0,1976,0,0,98058,319950.0,4
1.75,3,3,1.0,8,1620,700,2320,1990,7875,9720,0,0,1967,0,0,98058,364808.0,4
2.5,4,3,2.0,8,2070,0,2070,1900,2992,2957,0,0,2002,0,0,98058,364950.0,4
1.75,4,4,1.0,7,1820,0,1820,1440,14319,10018,0,0,1969,0,0,98059,331500.0,4
1.0,3,5,1.0,7,1020,0,1020,1110,13504,11158,0,0,1959,0,0,98056,322500.0,4
1.75,3,3,1.0,8,1460,0,1460,2050,7884,7210,0,0,1975,0,0,98058,315000.0,4
2.5,3,3,2.0,9,2470,0,2470,2450,10321,8440,0,0,1988,0,0,98052,732500.0,4
2.5,4,3,2.0,8,2250,0,2250,1520,6064,7840,0,0,2005,0,0,98056,398500.0,4
1.75,3,4,1.0,7,1250,950,2200,2200,12231,9825,0,0,1964,0,0,98056,322000.0,4
1.75,3,5,1.0,6,1200,0,1200,1270,5478,6855,0,0,1955,0,0,98056,250000.0,4
1.75,3,4,1.0,7,1290,520,1810,1550,8048,9081,0,0,1983,0,0,98055,325000.0,4
2.0,2,3,1.0,8,1300,0,1300,1510,2983,3876,0,0,2006,0,0,98053,412250.0,4
2.5,2,3,1.0,8,2150,0,2150,1640,5760,4680,0,0,2010,0,0,98053,741500.0,4
2.5,4,3,2.0,8,2460,0,2460,2990,4425,5659,0,0,2006,0,0,98052,693000.0,4
1.75,3,4,1.5,6,1900,0,1900,2070,43700,43995,0,0,1919,0,0,98052,476800.0,4
2.75,5,4,2.0,7,2000,0,2000,1240,9276,8270,0,0,1968,0,0,98055,300000.0,4
1.75,3,3,2.0,7,1550,0,1550,1550,1905,1866,0,0,2005,0,0,98055,242500.0,4
2.5,4,3,2.0,9,3010,0,3010,2590,46173,49222,0,0,1996,0,0,98053,700000.0,4
2.0,3,3,1.0,7,1490,0,1490,1540,7697,7529,0,0,1994,0,0,98059,305000.0,4
2.5,4,3,2.0,7,1980,0,1980,1980,5020,5064,0,0,2007,0,0,98056,405000.0,4
1.75,4,4,1.0,7,1360,800,2160,1880,7417,8022,0,0,1983,0,0,98056,355000.0,4
2.25,3,4,1.0,7,1210,290,1500,1480,7308,7400,0,0,1968,0,0,98055,290000.0,4
2.0,4,4,1.0,7,1910,0,1910,1820,10200,15600,0,0,1963,0,0,98059,335000.0,4
2.5,4,3,2.0,7,2950,0,2950,2120,4836,4750,0,0,2006,0,0,98059,530000.0,4
2.5,4,5,1.0,7,1330,800,2130,1800,11733,9131,0,0,1969,0,0,98059,395000.0,4
2.5,4,3,1.5,6,2100,0,2100,1340,19680,12300,0,0,1914,0,0,98055,207000.0,4
2.5,3,3,2.0,8,2530,0,2530,2140,9932,7950,0,0,1995,0,0,98052,717500.0,4
1.75,2,3,1.0,8,1700,0,1700,1700,18000,8225,0,0,1972,0,0,98056,290000.0,4
1.75,3,4,1.0,7,1220,620,1840,1590,10723,9820,0,0,1974,0,0,98058,310000.0,4
3.5,5,3,2.0,7,3390,0,3390,2580,7950,6900,2,0,2003,0,0,98056,439900.0,4
2.75,4,5,1.0,8,1240,910,2150,1980,9915,9325,0,0,1976,0,0,98056,411000.0,4
2.0,4,4,1.0,7,900,880,1780,1550,10622,8900,0,0,1976,0,0,98058,325000.0,4
2.5,3,3,2.0,7,1560,0,1560,1660,4100,4400,0,0,1985,0,0,98055,303000.0,4
